,GUID,type,Manufacturer,Category,Family,Material,Roughness,ArticleNumber,Leveringsprogramma,Omschrijving,Artikelnummer,Afmetingen,System Type,System Abbreviation,Type,Afmeting,Buis type,Lengte,Afmetingen [mm],System Name,InvertElevation,Systeemtype,Systeemnaam,Binnendiameter,Kanaaltype,Diameter,Verbindingstype,Debiet
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlzX,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISi8,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2JdeiI,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdRn,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6oQ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3l$,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2mKQQOTV9508TYsYTIM5QH,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0hCRE6hv90tBzXKYRW1qAj,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTr$,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlFt,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISeE,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yq70TTAfAfPI5NM5JGYjI,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGB7o,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C3z,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTwV,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3srtZGj1fCyeZo32_lQ1dM,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3MM,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0p4Dd5cGH7Yhtvm3tNpRIL,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2Ctk,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMg1L,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTkx,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMgRe,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1dIGsmQ$D2DR61PxRm65kc,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0p4Dd5cGH7Yhtvm3tNpRJx,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyImNV,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVIq,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVgz,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0NCn_ksxj1q87ZEjdzBhdV,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1bndFAdDX3YfNURezjGArj,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2mKQQOTV9508TYsYTIM4Wi,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlmt,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYV_d,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTm$J,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUli6,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d5F_,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwKj,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0MDmm4bPD2$vL6z9sjISMD,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUltk,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yq70TTAfAfPI5NM5JGYmg,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2Ctg,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2p6UE7el1148X6lFZ_CSw5,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjBo,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1KAE2UBgvDmfcPk0bZhOgQ,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1WfOClfWL5pA4Qpu_3KIUu,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3R2KvUjqX4RvzQTF4KxPH0,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyImqX,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d5de,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3L_,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2JdebG,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3SB,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGB0d,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyj8x,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyj86,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjBk,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7Bhx,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CEv,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3mj97vn618h92JM9JgRGXh,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1dIGsmQ$D2DR61PxRm65CK,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISli,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3Wq,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVi6,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d2iP,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CBB,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVaw,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3UlIpvXWHAj91YGjZE51pv,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTt2,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlAq,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyia9,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGcyQ,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3R2KvUjqX4RvzQTF4KxPK7,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGB7J,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7APK,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6ec,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMg65,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1QuJZyka97AAJzk5hhha8s,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2Jdeu8,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxAg,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CmL,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6zI,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjHr,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0eYKoSOwn16AeNdFikC42E,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVH9,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVHK,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyiZg,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTiX,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVGE,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwNK,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d2fe,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3Jp,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6qb,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlYw,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,20jEsHmrHDXufDzH4yieFE,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3UlIpvXWHAj91YGjZE51sv,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6tB,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlxt,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlpz,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1U1SYwMkH1U98wWHxrdhb2,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,370jmIjvzE6fdF2nzEJBJa,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1KAE2UBgvDmfcPk0bZhQI8,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxme,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjEu,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2IuBl6o_1FIPOV79Fo5ugH,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGd9y,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yq70TTAfAfPI5NM5JGZSj,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C5A,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISiT,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,36lBQYL5HDIR6W8bWfCCG_,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVc3,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_Uwvg,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3mTYyc5f97JgqFYnQWfKWI,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7BdP,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyImLa,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,33fIOoLC95wgB$jn9h8B17,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGdC7,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTn5,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMgSm,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2CtL,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0RVcPE4S9Aa9GDFmWDTspa,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,31nAlRRgf8yf4O4e8F3DFO,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1fyXbaO9L1S86tOCEELwq8,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2Crb,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C5M,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVhC,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVhN,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVc$,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMg8V,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d51N,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUx2O,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVgH,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d5du,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0NCn_ksxj1q87ZEjdzBhWJ,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3srtZGj1fCyeZo32_lQ1c2,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjHl,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,20jEsHmrHDXufDzH4yieDl,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0NCn_ksxj1q87ZEjdzBhWP,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7AVa,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGAru,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlzo,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d2hj,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISLG,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlru,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjKv,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwOh,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3Zw,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,37WUPJwdb3Z9ScxQNBYVB8,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1l$kDBjsP5EhEiHfaY2C1F,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tUi7aLWX7OxgtQOalepxq,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7Bld,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGBOx,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1pfTq3AHL9GPxAqiCdMgMe,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yq70TTAfAfPI5NM5JGY8c,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTh6,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUluB,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlu6,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTox,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlv2,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0iyJ9j61D9wecCd2PhTn1U,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3benIB0jv82fBm165ihTga,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD5GW,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUxEK,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGB2G,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1tHGVEGln5YR3a_F2Jdeg1,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2mKQQOTV9508TYsYTIM4YU,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d2gZ,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3wYamzIx5Bdu7B3UKw5Isn,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjIS$L,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1iRnjW8x96TOkxG85_UwKy,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1dIGsmQ$D2DR61PxRm65z4,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1dIGsmQ$D2DR61PxRm65NH,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2yxDj139L3APe0fUNyImLk,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3qjhepFBL3TwSy4nBs4NlT,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1yCxHIoA9EP8BHEN8M7BeE,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjNg,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2VaI4SygvBv8L$YbXvnjzl,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3srtZGj1fCyeZo32_lQ1bF,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,20jEsHmrHDXufDzH4yilZ1,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1y8PcUpIX9sAPHe7Yqj3kF,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0MDmm4bPD2$vL6z9sjISQG,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2hGyeDp$H3l92FfSd3Gy9M,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD6vM,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2_FFy5w4f5gR_BNXeTyjQL,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,2lmDHuy656zeAOJ$LDd9h8,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1bndFAdDX3YfNURezjGBPe,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0NCn_ksxj1q87ZEjdzBhYK,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlFv,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3iT7GDDl9Cgu_oeYi3d50W,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3j1plGtxrFmRuJqjDHGd3Z,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3wYamzIx5Bdu7B3UKw5InY,IfcFlowSegment,,,,,0.09144,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,3rStKB7dHA3ht$CcUIUlzy,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,39xH8hzxnEVQQlAcyKUx4O,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3iT7GDDl9Cgu_oeYi3d2eA,IfcFlowSegment,,Flex Ducts,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,1JHmlGybnEgfJzg12rD5GT,IfcFlowSegment,,,,,0.045,,,,,,,,,,,,,,,,,,,,,
Pset_ElementShading,0Ot3Fv495F1BA__ahRLOVx,IfcFlowSegment,,,,,0.01,,,,,,,,,,,,,,,,,,,,,
